x_norm,y_norm
-1.319506,-0.41647166
-1.3238057,-0.38684008
-1.3281053,-0.35720846
-1.332405,-0.32757688
-1.3346109,-0.297734
-1.3363669,-0.26784837
-1.3421501,-0.23859712
-1.3438581,-0.20870396
-1.3431317,-0.1788683
-1.3400145,-0.14908908
-1.3368973,-0.11930986
-1.3322895,-0.08976591
-1.3211538,-0.06219241
-1.3078085,-0.03538897
-1.2944634,-0.008585527
-1.281118,0.018217916
-1.266186,0.044164985
-1.2511065,0.07003245
-1.234127,0.094528474
-1.2143233,0.1169857
-1.1945194,0.13944292
-1.1767843,0.16353919
-1.1594515,0.1879542
-1.1417466,0.2120153
-1.1182305,0.23054919
-1.094714,0.24908304
-1.0722765,0.26879036
-1.0518296,0.29066375
-1.0313826,0.3125371
-1.0109358,0.33441046
-0.98965704,0.35547525
-0.96837455,0.37653646
-0.94653565,0.3968827
-0.92089266,0.412341
-0.8952497,0.42779925
-0.86997736,0.4438434
-0.845021,0.4603873
-0.8189233,0.4744172
-0.79004216,0.4823165
-0.7621997,0.4932618
-0.7345091,0.5046527
-0.7068338,0.5160749
-0.68069583,0.5306807
-0.65520114,0.54634154
-0.63024485,0.56288534
-0.6052885,0.57942927
-0.5803323,0.5959733
-0.5555362,0.6127166
-0.53400487,0.63352346
-0.5124736,0.65433025
-0.49094233,0.67513704
-0.4718904,0.69788855
-0.4550195,0.722463
-0.43496442,0.7446696
-0.41256133,0.7645348
-0.39015833,0.78439987
-0.36594144,0.8019056
-0.34098518,0.81844944
-0.31602886,0.83499336
-0.29031315,0.85017335
-0.26310495,0.8626727
-0.2356012,0.87435937
-0.2067201,0.8822586
-0.17783907,0.89015806
-0.14895795,0.8980572
-0.12139188,0.9094004
-0.09459615,0.922761
-0.06624539,0.93208486
-0.038756818,0.9439549
-0.011268236,0.9558249
0.01605254,0.96807164
0.043260835,0.9805709
0.0716633,0.9878963
0.101597235,0.9885862
0.13146603,0.99066925
0.16086279,0.99461865
0.18807095,1.007118
0.21532017,1.0194737
0.24502519,1.0232326
0.2747302,1.0269916
0.30401218,1.0328764
0.33329916,1.0386044
0.36308327,1.0416741
0.3919796,1.0478011
0.41877535,1.0611619
0.4465835,1.0718713
0.4754646,1.0797706
0.5043458,1.0876698
0.53322685,1.0955691
0.562108,1.1034684
0.5909891,1.1113676
0.61987025,1.1192667
0.6487513,1.127166
0.67763233,1.1350654
0.70651346,1.1429646
0.7353946,1.1508639
0.7642757,1.1587632
0.79360837,1.16357
0.8235423,1.16426
0.8534763,1.16495
0.8719129,1.1503956
0.87947744,1.1214252
0.8870419,1.0924546
0.8954355,1.063738
0.90539885,1.0355024
0.9153622,1.0072668
0.9253255,0.9790311
0.9354716,0.9508661
0.9470914,0.9232709
0.9587112,0.89567566
0.96978354,0.86786
0.98052704,0.83991194
0.9912706,0.8119639
1.0006132,0.78356516
1.0039736,0.75429404
1.0006069,0.724542
0.9972401,0.69479
0.9938734,0.66503793
0.9905067,0.63528585
0.9848272,0.606
0.97640544,0.5772668
0.97231424,0.5481085
0.97498775,0.5182862
0.97885686,0.48867214
0.9864211,0.4597015
0.9939855,0.43073088
1.0015498,0.4017603
1.0028336,0.37210128
1.0017239,0.34217998
1.0006142,0.31225866
0.99951804,0.28233692
0.998802,0.25240356
0.998086,0.2224702
0.9959612,0.1926426
0.99219924,0.16293791
0.99241024,0.1332069
0.99577844,0.103454955
0.99941295,0.07375261
1.0069778,0.04478208
