x_norm,y_norm
1.1865832,-0.7246746
1.1576356,-0.73730236
1.1286881,-0.7499301
1.0987711,-0.7599053
1.0685024,-0.76891804
1.0372537,-0.7706887
1.0056783,-0.77004534
0.97410285,-0.76940185
0.94270074,-0.7724104
0.91122633,-0.77461433
0.87980723,-0.777818
0.8483882,-0.7810217
0.81730306,-0.7860693
0.7867566,-0.7940901
0.7562101,-0.8021108
0.72566354,-0.81013155
0.6944847,-0.81514424
0.6632942,-0.82010144
0.6317937,-0.82017696
0.60028076,-0.8222637
0.57085776,-0.8334765
0.54157746,-0.84531236
0.51071674,-0.84853554
0.47914186,-0.8478667
0.44840312,-0.8550435
0.41767845,-0.86235213
0.38695374,-0.8696608
0.35545316,-0.870733
0.32403755,-0.8738955
0.29247254,-0.8732364
0.26090097,-0.8724249
0.22932939,-0.8716134
0.19775827,-0.87078506
0.16618735,-0.8699495
0.13460839,-0.86991376
0.103027076,-0.87011486
0.072291255,-0.8759637
0.042035665,-0.8850204
0.010996774,-0.8902475
-0.020262245,-0.8947525
-0.051615294,-0.897787
-0.083076134,-0.8956905
-0.11405438,-0.89503264
-0.14398588,-0.90510875
-0.1739174,-0.91518486
-0.20384891,-0.92526096
-0.2337804,-0.93533707
-0.2637119,-0.9454132
-0.2946754,-0.9485492
-0.32542965,-0.9554014
-0.35612217,-0.9628441
-0.38681468,-0.97028667
-0.41750717,-0.97772926
-0.44676402,-0.9894422
-0.47722033,-0.9972165
-0.5082267,-1.003219
-0.53923297,-1.0092216
-0.5707199,-1.0092981
-0.6021509,-1.0073326
-0.6328753,-1.0000225
-0.6635997,-0.99271256
-0.694324,-0.9854026
-0.7250484,-0.97809255
-0.7462073,-0.95667917
-0.7643165,-0.9308052
-0.7832316,-0.9056607
-0.8063291,-0.8841216
-0.82943743,-0.86259437
-0.8526181,-0.8411449
-0.87579876,-0.81969553
-0.902173,-0.80328405
-0.9314631,-0.7914725
-0.96075326,-0.77966094
-0.99004334,-0.7678494
-0.9947601,-0.73874956
-0.99598235,-0.7071913
-1.0030226,-0.67659163
-1.01199,-0.64630955
-1.0214068,-0.61619323
-1.0342553,-0.58734304
-1.0471039,-0.5584928
-1.0684818,-0.53673947
-1.0945148,-0.5188594
-1.1205479,-0.50097924
-1.1501939,-0.49196056
-1.1790079,-0.48094752
