x_norm,y_norm
-0.65172106,-0.74652255
-0.6082058,-0.76824653
-0.56469053,-0.7899706
-0.5211752,-0.81169456
-0.47765994,-0.8334186
-0.43414468,-0.8551426
-0.39062938,-0.8768666
-0.34711412,-0.8985906
-0.30359882,-0.9203146
-0.26008356,-0.9420386
-0.21656828,-0.96376264
-0.173053,-0.9854866
-0.12953772,-1.0072106
-0.086022444,-1.0289346
-0.042507164,-1.0506587
0.0010081122,-1.0723827
0.044523392,-1.0941067
0.08803867,-1.1158307
0.13155395,-1.1375546
0.17581291,-1.1555871
0.22434536,-1.1524067
0.27287778,-1.1492262
0.30179992,-1.1180584
0.32135904,-1.073528
0.34091815,-1.0289977
0.3604773,-0.9844673
0.3800364,-0.939937
0.39959556,-0.8954066
0.41915467,-0.8508763
0.43871382,-0.8063459
0.45827293,-0.76181555
0.47783205,-0.71728516
0.4973912,-0.6727548
0.5169503,-0.62822443
0.53650945,-0.5836941
0.5560686,-0.53916377
0.5756277,-0.49463338
0.5951868,-0.450103
0.614746,-0.40557268
0.63430506,-0.36104232
0.6538642,-0.31651196
0.67342335,-0.2719816
0.6929825,-0.22745124
0.7125416,-0.18292089
0.7321007,-0.13839053
0.75165987,-0.093860164
0.77121896,-0.049329806
0.7907781,-0.0047994484
0.81033725,0.03973091
0.82989633,0.08426127
0.8494555,0.12879163
0.8690146,0.17332198
0.85980827,0.21349396
0.8279358,0.2502317
0.79606336,0.28696945
0.7607504,0.32001686
0.721873,0.34924114
0.68299556,0.37846538
0.64411813,0.40768966
0.60524064,0.4369139
0.5663632,0.46613818
0.5274858,0.49536243
0.4886084,0.5245867
0.4495618,0.55357635
0.40955108,0.58122873
0.36954036,0.60888106
0.3250794,0.6159018
0.2772274,0.60720134
0.22937539,0.59850085
0.1815234,0.58980036
0.13367139,0.58109987
0.085819386,0.57239944
0.037967388,0.56369895
-0.009884617,0.55499846
-0.05773662,0.54629797
-0.10558862,0.5375975
-0.15344062,0.52889705
-0.20129263,0.52019656
-0.24914463,0.51149607
-0.29699662,0.5027956
-0.34484863,0.49409512
-0.39270064,0.48539463
-0.44055265,0.47669417
-0.48840466,0.46799368
-0.5362567,0.4592932
-0.58410865,0.45059273
-0.63196063,0.44189224
-0.67981267,0.43319178
-0.72766465,0.4244913
-0.7755167,0.4157908
-0.82336867,0.40709034
-0.87122065,0.39838985
-0.9190727,0.3896894
-0.96692467,0.3809889
-1.0147767,0.3722884
-1.0626287,0.36358795
-1.1104807,0.35488746
-1.1583327,0.346187
-1.2061847,0.3374865
-1.2540367,0.32878602
-1.2980468,0.3150656
-1.3189473,0.2711489
-1.3398477,0.22723217
-1.3555212,0.18135002
-1.3687333,0.1345424
-1.3819454,0.087734796
-1.3667535,0.045766354
-1.3387873,0.0059742318
-1.3108191,-0.033816364
-1.2827806,-0.07355747
-1.2547421,-0.11329858
-1.225864,-0.15238014
-1.1938927,-0.18903178
-1.1619214,-0.2256834
-1.12995,-0.26233503
-1.0979787,-0.29898667
-1.0659688,-0.3356035
-1.0328034,-0.3711785
-0.9996382,-0.40675348
-0.9664729,-0.44232845
-0.93159544,-0.47622114
-0.8966111,-0.5100089
-0.86162674,-0.54379654
-0.8266424,-0.57758427
-0.79165804,-0.611372
-0.75667375,-0.6451597
-0.7216894,-0.67894745
-0.68670505,-0.7127352
