x_norm,y_norm
0.39831984,-0.889269
0.44500807,-0.83568484
0.4916963,-0.78210074
0.53838456,-0.7285166
0.58507276,-0.6749325
0.631761,-0.6213483
0.6784492,-0.5677642
0.7251375,-0.51418006
0.7718257,-0.46059597
0.81851393,-0.40701184
0.8652021,-0.3534277
0.9118904,-0.29984358
0.9585786,-0.24625944
1.0052668,-0.1926753
1.0519551,-0.13909118
1.0986433,-0.08550705
1.1453315,-0.03192292
1.1920197,0.021661209
1.238708,0.075245336
1.2853962,0.12882946
1.3320844,0.1824136
1.3787727,0.23599772
1.4254609,0.28958187
1.4721491,0.343166
1.5188373,0.39675012
1.5655257,0.45033425
1.6122139,0.50391835
1.658902,0.5575025
1.7055902,0.6110866
1.7522786,0.66467077
1.7989668,0.71825486
1.845655,0.771839
1.8923432,0.8254232
1.9390315,0.8790073
1.9857197,0.93259144
2.032408,0.98617554
2.079096,1.0397596
2.1257844,1.0933439
2.1724727,1.146928
2.1895554,1.1978753
2.1341324,1.2423651
2.0787094,1.2868549
2.0097735,1.2852563
1.9391017,1.2777367
1.8684298,1.2702171
1.797758,1.2626973
1.7271703,1.254651
1.6576711,1.239788
1.5881718,1.2249253
1.5201768,1.204417
1.452496,1.182729
1.3848153,1.1610409
1.3171346,1.1393529
1.2494539,1.1176648
1.1817732,1.0959768
1.1140925,1.0742888
1.0464118,1.0526007
0.97873104,1.0309128
0.9110503,1.0092247
0.8433696,0.98753667
0.7756889,0.9658486
0.70800817,0.9441606
0.6403275,0.92247254
0.5726468,0.9007845
0.5049661,0.87909645
0.43728533,0.8574084
0.36960462,0.8357204
0.3019239,0.8140324
0.23424318,0.79234433
0.16656247,0.7706563
0.09888176,0.74896824
0.031201042,0.7272802
-0.036479674,0.70559216
-0.10416039,0.6839042
-0.1718411,0.6622161
-0.23952182,0.6405281
-0.30720255,0.61884004
-0.37488326,0.597152
-0.44256398,0.57546395
-0.51024467,0.5537759
-0.5779254,0.53208786
-0.6456061,0.5103999
-0.7132868,0.4887118
-0.78096753,0.4670238
-0.84864825,0.44533575
-0.91632897,0.4236477
-0.9840097,0.40195966
-1.0516905,0.38027164
-1.1193712,0.3585836
-1.1870519,0.33689556
-1.2547326,0.3152075
-1.3224133,0.2935195
-1.3864664,0.2652781
-1.440778,0.21943814
-1.4798107,0.16460751
-1.4935092,0.09486937
-1.5072078,0.025131224
-1.5209062,-0.044606917
-1.5081362,-0.11451078
-1.4836364,-0.18092436
-1.451402,-0.2428109
-1.394527,-0.2854289
-1.3372326,-0.32747272
-1.2793344,-0.36869007
-1.2214364,-0.40990743
-1.1560624,-0.43722835
-1.0897619,-0.46282685
-1.0234613,-0.48842537
-0.9571608,-0.5140239
-0.8908602,-0.53962237
-0.8245597,-0.5652209
-0.7582591,-0.5908194
-0.6905387,-0.6122806
-0.62249094,-0.6327879
-0.5544432,-0.6532952
-0.4863954,-0.67380255
-0.41834763,-0.6943099
-0.35029987,-0.7148172
-0.2822521,-0.73532456
-0.21420433,-0.7558319
-0.14615656,-0.77633923
-0.078108795,-0.7968465
-0.0100610275,-0.81735384
0.05798674,-0.8378612
0.12603451,-0.8583685
0.19408228,-0.87887585
0.26213005,-0.8993832
0.33019692,-0.9095264
