x_norm,y_norm
0.85481435,1.077563
0.828145,1.0911275
0.79707,1.0942485
0.76582545,1.0950145
0.73462385,1.096647
0.7034205,1.0983473
0.6721922,1.0996141
0.64114195,1.0966631
0.6101282,1.0927951
0.57912105,1.0918124
0.54812855,1.0958468
0.5174432,1.0988637
0.48725167,1.0916188
0.45606855,1.0895154
0.4248854,1.0874122
0.39368805,1.0873277
0.36250147,1.0892745
0.33126166,1.0902159
0.30002186,1.0911572
0.26882052,1.0927994
0.23763238,1.0948068
0.20644413,1.095805
0.17530854,1.0930872
0.14417294,1.0903693
0.113046184,1.092204
0.0825612,1.0886501
0.051350717,1.0902988
0.020140234,1.0919476
-0.011006843,1.0913036
-0.042078506,1.0879327
-0.07330121,1.086866
-0.104480416,1.0877957
-0.13561769,1.0904943
-0.16683653,1.0911499
-0.19808982,1.0909716
-0.2293434,1.0911332
-0.26059696,1.0912949
-0.29179657,1.0929114
-0.32297614,1.095067
-0.35403,1.0919318
-0.38511726,1.0888695
-0.41632253,1.0875946
-0.44757295,1.0880696
-0.47831118,1.0924237
-0.50907034,1.0947034
-0.54008883,1.0908737
-0.5711234,1.0880381
-0.60225296,1.0908227
-0.6334087,1.0932996
-0.6646411,1.0926332
-0.6958828,1.0917721
-0.7271314,1.0911942
-0.75838006,1.0906163
-0.78962874,1.0900384
-0.8208223,1.0917016
-0.8392303,1.0758483
-0.8365812,1.0447068
-0.83393204,1.0135653
-0.8327456,0.98250914
-0.8369756,0.9516159
-0.8390085,0.92042816
-0.84104145,0.8892404
-0.8442884,0.8582182
-0.8521214,0.8280358
-0.8539111,0.79684407
-0.85575014,0.76570135
-0.8529267,0.7345751
-0.8518127,0.70345986
-0.8577587,0.67277664
-0.85753745,0.6422813
-0.849735,0.61201686
-0.8469382,0.5812104
-0.84804434,0.5499765
-0.8482025,0.518723
-0.84815824,0.48746943
-0.8468223,0.45633578
-0.84114337,0.4256301
-0.8264029,0.3984837
-0.80875045,0.37269223
-0.8097545,0.34238
-0.8136428,0.31136882
-0.81753117,0.2803577
-0.8214195,0.24934652
-0.82530785,0.21833538
-0.82919616,0.18732423
-0.82830435,0.15638903
-0.8234325,0.12551709
-0.81856066,0.09464514
-0.81368876,0.0637732
-0.8088169,0.032901254
-0.80394506,0.0020293107
-0.79907316,-0.028842634
-0.7942013,-0.059714578
-0.8168212,-0.080230705
-0.83778656,-0.10272932
-0.84062433,-0.13327213
-0.84072375,-0.16452596
-0.83361304,-0.19472848
-0.82488227,-0.22469041
-0.8259082,-0.2559276
-0.8269341,-0.28716478
-0.83097863,-0.31813028
-0.83608633,-0.34896407
-0.84079754,-0.37985703
-0.8437422,-0.41091752
-0.84262156,-0.4421382
-0.84165144,-0.47336072
-0.84239715,-0.50459504
-0.8402447,-0.5357525
-0.8378,-0.5669107
-0.83775556,-0.5981417
-0.83833975,-0.62939006
-0.8392032,-0.66063213
-0.84006655,-0.6918742
-0.8400069,-0.72310245
-0.8382027,-0.75430435
-0.83909655,-0.7854879
-0.8413862,-0.8166579
-0.843707,-0.8478257
-0.8417516,-0.8789377
-0.83919215,-0.9100771
-0.8376698,-0.941294
-0.8361474,-0.9725109
-0.8347387,-1.003724
-0.83831567,-1.0347726
-0.83977026,-1.0659908
-0.8396841,-1.0971258
-0.837142,-1.1282761
-0.83459985,-1.1594265
-0.81657356,-1.1817209
-0.786963,-1.1820577
-0.755871,-1.1835167
-0.72473544,-1.1859636
-0.6936769,-1.1824745
-0.66242814,-1.1821932
-0.631238,-1.1804721
-0.60012585,-1.1804956
-0.5690888,-1.1841713
-0.5380518,-1.1878471
-0.5070243,-1.1915824
-0.47638893,-1.1977707
-0.4455512,-1.1981395
-0.41435626,-1.1969895
-0.3832332,-1.1989537
-0.35198927,-1.1981653
-0.32074544,-1.1983166
-0.28950164,-1.1991175
-0.25825787,-1.1999186
-0.22701408,-1.2007197
-0.19626263,-1.1955258
-0.16504517,-1.1943024
-0.13380592,-1.1933424
-0.102566585,-1.1924353
-0.07132515,-1.1933159
-0.040322237,-1.1905497
-0.009461823,-1.1856049
0.021398589,-1.1806601
0.051358398,-1.1853834
0.08077458,-1.1959428
0.11100073,-1.1986946
0.14217128,-1.1964117
0.17310259,-1.1985965
0.20415744,-1.1994976
0.23534335,-1.197653
0.2662318,-1.1928877
0.2973173,-1.1900222
0.32852644,-1.1883494
0.35973558,-1.1866765
0.39094472,-1.1850038
0.422161,-1.1834843
0.45339096,-1.1822575
0.4846211,-1.1810378
0.51585126,-1.1798187
0.5470814,-1.1785997
0.57830644,-1.1779517
0.6092879,-1.1819955
0.6402437,-1.1863022
0.67122674,-1.1893084
0.7023354,-1.1862979
0.73344415,-1.1832875
0.76465803,-1.1819817
0.7959008,-1.1811448
0.82714367,-1.180308
0.85770684,-1.1787641
0.8597807,-1.1475791
0.86081463,-1.116346
0.8616226,-1.0851024
0.86243045,-1.0538589
0.86323833,-1.0226153
0.8622609,-0.9914146
0.85995406,-0.96024585
0.85764724,-0.92907715
0.8543171,-0.89800227
0.8509165,-0.8669338
0.8475158,-0.83586544
0.8441152,-0.80479705
0.8564124,-0.77696687
0.8662601,-0.7486472
0.86300606,-0.7175721
0.86151624,-0.6863537
0.86431354,-0.6553537
0.86897,-0.62444854
0.8736264,-0.5935433
0.87389046,-0.56241065
0.87245184,-0.53118986
0.8710133,-0.49996904
0.8683918,-0.4688257
0.86574477,-0.43768403
0.8630977,-0.40654236
0.86042523,-0.3754031
0.8571681,-0.34431925
0.85391086,-0.3132354
0.8590916,-0.28271496
0.87062556,-0.25366703
0.8808798,-0.22448723
0.8755126,-0.1936976
0.8701453,-0.16290796
0.86496425,-0.13208716
0.86002713,-0.101225525
0.85509,-0.07036389
0.8561012,-0.039390136
0.8544216,-0.008487249
0.8492579,0.022337083
0.8478122,0.053525824
0.8479802,0.08469162
0.8527824,0.11557444
0.85574484,0.14660989
0.85564864,0.1778466
0.85398144,0.20905237
0.85580516,0.24021359
0.85599464,0.27146682
0.85610926,0.3027206
0.85538024,0.33395505
0.8538334,0.3651708
0.8522866,0.39638656
0.85718185,0.42716914
0.8621885,0.45797744
0.8628316,0.48916057
0.8579753,0.5200351
0.85578805,0.5509561
0.8579697,0.5821338
0.8601513,0.61331165
0.8623022,0.6444909
0.86321414,0.67573154
0.8641261,0.7069722
0.86503804,0.7382128
0.867176,0.76937157
0.87042886,0.8004558
0.8736818,0.8315401
0.8749811,0.86264575
0.8722884,0.8937836
0.871469,0.92477006
0.87912816,0.9550709
0.8717058,0.98539424
0.8648534,1.0158758
0.8595082,1.0466635
