x_norm,y_norm
0.8021421,1.0842474
0.7753705,1.09497
0.7447596,1.0978373
0.7139649,1.0971671
0.6831702,1.0964968
0.6524554,1.0946064
0.6218025,1.0925474
0.59108245,1.0931226
0.5603677,1.0954391
0.5296432,1.0973179
0.49885556,1.0963773
0.468057,1.0961871
0.43733025,1.0978808
0.40653104,1.0977331
0.37583464,1.0955768
0.34510326,1.0962704
0.3143549,1.0971391
0.2836487,1.0976981
0.2530185,1.0960895
0.222261,1.0977442
0.19152987,1.0981137
0.1608322,1.0964535
0.13005567,1.0977055
0.099279135,1.0989575
0.068485,1.0984069
0.037689894,1.0977564
0.006959573,1.0959396
-0.023718093,1.0931752
-0.054398775,1.0914277
-0.08495015,1.0950823
-0.11558082,1.0957227
-0.14634961,1.0942934
-0.17713071,1.0931723
-0.20790233,1.0935286
-0.23861451,1.0947818
-0.26936543,1.0960245
-0.30016053,1.0966756
-0.33084857,1.0961457
-0.36102462,1.089968
-0.39130595,1.084331
-0.42159662,1.078742
-0.45188728,1.0731529
-0.48237363,1.0745901
-0.51292837,1.0784845
-0.543463,1.0825299
-0.5739679,1.086798
-0.60447276,1.091066
-0.6349823,1.0952835
-0.66575193,1.096694
-0.69653904,1.0966977
-0.72733426,1.0960509
-0.7579119,1.093477
-0.7880763,1.0872422
-0.8182407,1.0810076
-0.8456261,1.0724943
-0.84582835,1.041693
-0.8459995,1.0108916
-0.84604794,0.98008966
-0.84675944,0.94929945
-0.84638244,0.91850895
-0.8456071,0.8877167
-0.84804595,0.85701215
-0.8479504,0.82627547
-0.8457785,0.7955503
-0.84357053,0.7648276
-0.8453014,0.7341675
-0.8473253,0.7035687
-0.8472605,0.6727706
-0.8481803,0.6419834
-0.84824765,0.6111961
-0.84709173,0.58041626
-0.84595853,0.5496374
-0.84468013,0.5188772
-0.84323514,0.48813435
-0.84423274,0.45734966
-0.84494805,0.42655596
-0.8469416,0.39582217
-0.8448554,0.36596632
-0.82917464,0.33945456
-0.81349385,0.31294277
-0.8011654,0.28599697
-0.80957764,0.256366
-0.81798995,0.22673504
-0.82640225,0.19710407
-0.83481455,0.1674731
-0.8432268,0.13784212
-0.84637237,0.10779284
-0.8439007,0.0771259
-0.8433126,0.046329536
-0.8453218,0.015629454
-0.84657985,-0.01504571
-0.8442659,-0.0457442
-0.84542614,-0.07652429
-0.84658647,-0.10730438
-0.84667313,-0.13809383
-0.84466785,-0.1688139
-0.84324044,-0.1995542
-0.8460318,-0.23014696
-0.84586406,-0.2608852
-0.8451489,-0.29167864
-0.84499204,-0.32247382
-0.8456267,-0.35326862
-0.8472218,-0.38402176
-0.84576756,-0.41478944
-0.84546953,-0.4455674
-0.84748566,-0.47625408
-0.8438353,-0.5066257
-0.8410059,-0.537254
-0.842372,-0.56802565
-0.84373814,-0.59879726
-0.8472158,-0.62934047
-0.8470551,-0.66007626
-0.84530526,-0.6908275
-0.84503794,-0.7216283
-0.8447706,-0.75242907
-0.84640485,-0.7829206
-0.84459764,-0.8135016
-0.8470867,-0.8442029
-0.8480445,-0.8749507
-0.8471491,-0.90573967
-0.846245,-0.9365284
-0.8477644,-0.9672888
-0.8488282,-0.99806917
-0.84753025,-1.0288438
-0.8421089,-1.058998
-0.83339804,-1.0885392
-0.8244805,-1.1180221
-0.8117853,-1.1460159
-0.7981872,-1.1736538
-0.77479917,-1.1895819
-0.7448632,-1.1877228
-0.7143544,-1.1834824
-0.68362683,-1.1827192
-0.65282714,-1.1831018
-0.62211996,-1.1814288
-0.5915305,-1.1826761
-0.5609716,-1.1865382
-0.5305206,-1.19116
-0.49985892,-1.1909213
-0.4690913,-1.190542
-0.43838596,-1.1900034
-0.40783316,-1.1878455
-0.3771248,-1.1902459
-0.34641644,-1.1926463
-0.315783,-1.1950716
-0.2850737,-1.1926854
-0.25432307,-1.1922219
-0.22363937,-1.1949203
-0.19288373,-1.194481
-0.16229597,-1.1916436
-0.13155378,-1.1918057
-0.10096453,-1.1952852
-0.07025181,-1.1956861
-0.039470837,-1.1945484
-0.008689865,-1.1934106
0.022094114,-1.1923709
0.052888114,-1.191766
0.08369002,-1.1917793
0.11448532,-1.1923444
0.1452795,-1.1930245
0.17608023,-1.1933051
0.20687231,-1.192651
0.23766764,-1.192013
0.26846296,-1.191375
0.29924956,-1.1916351
0.33002663,-1.192874
0.36079553,-1.193017
0.39155072,-1.1913195
0.42231297,-1.1913218
0.45308125,-1.1927639
0.4838495,-1.1942061
0.5146362,-1.194565
0.54543567,-1.1941766
0.5762297,-1.1934971
0.6070218,-1.1927155
0.63769567,-1.1902386
0.6684818,-1.191226
0.6988702,-1.1950247
0.72939754,-1.1925168
0.7600472,-1.1905144
0.78924936,-1.1807168
0.8184515,-1.1709191
