x_norm,y_norm
-0.84299517,-0.83441514
-0.8417094,-0.8655023
-0.84075993,-0.89659715
-0.84061795,-0.92771053
-0.840476,-0.9588239
-0.84033406,-0.9899373
-0.8401921,-1.0210507
-0.83976895,-1.0521402
-0.8346502,-1.08283
-0.8292219,-1.1134548
-0.82199115,-1.1437131
-0.80218226,-1.1644424
-0.7741832,-1.176589
-0.7433114,-1.1803949
-0.7123368,-1.1830118
-0.6812714,-1.1846664
-0.6502686,-1.1872921
-0.6192227,-1.1891818
-0.5881255,-1.1901956
-0.55702835,-1.1912093
-0.5259791,-1.1895893
-0.4949398,-1.1874536
-0.46428218,-1.1927614
-0.43343487,-1.1967242
-0.40251654,-1.1961662
-0.37160707,-1.1926072
-0.34071004,-1.1939732
-0.30965343,-1.1920888
-0.27860588,-1.1917118
-0.24757347,-1.1939588
-0.21867351,-1.1881939
-0.1900275,-1.1761001
-0.16129117,-1.1641717
-0.13255483,-1.1522434
-0.102880314,-1.1452196
-0.07260133,-1.1519175
-0.04245718,-1.1596242
-0.012368393,-1.1675434
0.017700903,-1.1755372
0.0477702,-1.183531
0.07811819,-1.1902544
0.10882212,-1.1948422
0.13991307,-1.1936518
0.17078651,-1.197289
0.20169419,-1.2002635
0.23279426,-1.1993414
0.26387802,-1.1982601
0.29451832,-1.1928531
0.32496393,-1.1865046
0.35538578,-1.1800405
0.38620344,-1.1818904
0.4170716,-1.1857914
0.4479398,-1.1896925
0.47880802,-1.1935936
0.5093192,-1.189004
0.53975093,-1.1825254
0.57028866,-1.1765766
0.6008701,-1.1708459
0.6318221,-1.167989
0.66230005,-1.1728977
0.69243425,-1.1806434
0.7230376,-1.1807286
0.7538918,-1.1767184
0.78474605,-1.1727082
0.8156003,-1.168698
0.84546626,-1.1611747
0.85763854,-1.1400563
0.84885556,-1.1102079
0.8400726,-1.0803596
0.83356583,-1.0505868
0.8443073,-1.021386
0.8550488,-0.9921852
0.8627837,-0.9626555
0.8586094,-0.9318231
0.854435,-0.90099066
0.8502607,-0.8701582
0.85183847,-0.8391441
0.8540592,-0.80810976
0.85627997,-0.7770754
0.8585007,-0.746041
0.858089,-0.7151411
0.8538763,-0.68442684
0.855639,-0.6533631
0.8578163,-0.62236214
0.856556,-0.591274
0.8572241,-0.56017315
0.8580738,-0.52907103
0.85892344,-0.49796894
0.8517925,-0.46843222
0.84745896,-0.4386787
0.85074484,-0.407739
0.8540308,-0.3767993
0.8573167,-0.3458596
0.86060256,-0.31491986
0.86601865,-0.28460047
0.86701506,-0.2536761
0.86265427,-0.22286946
0.8583926,-0.1920506
0.85518175,-0.16110371
0.853056,-0.13006261
0.85297376,-0.09896166
0.8532755,-0.06784946
0.85820305,-0.03715814
0.86352265,-0.0065024938
0.86755985,0.024330039
0.8707391,0.05528092
0.87391835,0.0862318
0.87709767,0.11718268
0.88500947,0.14726815
0.89298916,0.17734122
0.8852381,0.20694071
0.8754637,0.23647927
0.8665197,0.26622787
0.8610729,0.29686114
0.8583188,0.3278451
0.85537755,0.35881954
0.85610574,0.389874
0.85769266,0.42094722
0.8627896,0.45138353
0.8645385,0.48243898
0.86367875,0.5135408
0.86287874,0.5446441
0.8619932,0.5757453
0.86110765,0.6068464
0.8602221,0.6379475
0.8596693,0.669055
0.859365,0.70016724
0.8594923,0.7312691
0.8612415,0.76233304
0.86215705,0.79343337
0.8630726,0.8245337
0.86223567,0.85561585
0.8623004,0.8867179
0.86281186,0.9178275
0.8634409,0.94887245
0.85943377,0.979727
0.8554267,1.0105816
0.8415884,1.0380168
0.82558346,1.0646986
0.8050638,1.0873901
0.77508223,1.0943128
0.7440101,1.0927032
0.71293795,1.0910935
0.6818574,1.0900214
0.6507503,1.090655
0.6199794,1.0863754
0.5892279,1.0895023
0.5584724,1.0942101
0.5274479,1.0940303
0.49636152,1.092726
0.46527517,1.0914217
0.4341779,1.0916704
0.4030763,1.0925372
0.37213147,1.0903301
0.34105304,1.0908487
0.31009707,1.088575
0.2792965,1.0841719
0.24849589,1.0797689
0.21782403,1.0767965
0.18830384,1.0866262
0.15878364,1.0964558
0.12791923,1.0952127
0.09689033,1.0932397
0.0657852,1.0939717
0.03468006,1.0947037
0.0035749248,1.0954356
-0.027433543,1.0931662
-0.058433823,1.0905155
-0.08945167,1.0880759
-0.120469525,1.0856363
-0.15092911,1.0793567
-0.18177696,1.0780349
-0.21285419,1.0795419
-0.24230388,1.0881389
-0.27092686,1.100337
-0.29986072,1.0984057
-0.3290186,1.0876139
-0.36012447,1.0869187
-0.39123037,1.0862235
-0.42233625,1.0855283
-0.4533015,1.0880136
-0.48422444,1.0914544
-0.5151474,1.0948951
-0.5461222,1.0930587
-0.5770673,1.0914067
-0.6077933,1.0963029
-0.6385599,1.100503
-0.66943824,1.0980622
-0.69962704,1.09125
-0.73055136,1.087822
-0.76152503,1.0863467
-0.7925831,1.0882078
-0.8236412,1.0900689
-0.82974976,1.0682083
-0.82456225,1.038256
-0.8303898,1.0076929
-0.83621734,0.97712976
-0.8420449,0.9465666
-0.84474593,0.91559714
-0.8474828,0.884644
-0.8545581,0.85434526
-0.8529096,0.8239254
-0.8486586,0.79310393
-0.8444262,0.7622794
-0.8469481,0.73127633
-0.84954596,0.70027137
-0.8510254,0.66921586
-0.850383,0.6381087
-0.8497504,0.6070013
-0.84930116,0.5758907
-0.84814626,0.5448123
-0.8457693,0.5137896
-0.8433923,0.4827669
-0.84116936,0.45173573
-0.84013915,0.42063916
-0.8355735,0.39063993
-0.8188149,0.36442524
-0.8020562,0.33821058
-0.7852975,0.31199592
-0.77151513,0.28502682
-0.773763,0.25399438
-0.7760109,0.22296192
-0.7782587,0.19192946
-0.78050655,0.16089702
-0.7827544,0.12986456
-0.80061316,0.106243074
-0.82323694,0.08488374
-0.84494007,0.063478455
-0.8432699,0.032409687
-0.84159976,0.0013409212
-0.84147185,-0.029736264
-0.8411786,-0.060831856
-0.83957416,-0.09190231
-0.8373137,-0.12292792
-0.83421445,-0.15388677
-0.8342264,-0.18491785
-0.8388533,-0.21568559
-0.8434801,-0.24645334
-0.848107,-0.27722108
-0.85178846,-0.30796483
-0.8456054,-0.33845803
-0.84560704,-0.36948833
-0.84673786,-0.40057838
-0.84851027,-0.43164152
-0.8502826,-0.4627047
-0.8482368,-0.4934669
-0.8431285,-0.52415854
-0.8409431,-0.55503947
-0.84204906,-0.5861335
-0.843155,-0.61722755
-0.8443499,-0.64827806
-0.8424608,-0.67931867
-0.8390338,-0.710243
-0.8385212,-0.7412102
-0.8406955,-0.7722427
-0.84193873,-0.80333155
